acting	action	actor	actors	audience	back	bad	big	bit	cast	character	characters	comedy	completely	day	dialogue	director	doesn	effects	end	fact	film	find	fun	funny	girl	give	good	great	guy	hard	hollywood	home	interesting	john	kind	life	long	lot	love	make	man	minutes	money	movie	movies	original	part	people	performance	picture	place	plot	point	pretty	problem	real	reason	rest	role	scene	screen	script	sense	series	set	sex	show	special	star	story	supposed	takes	thing	time	watch	wife	woman	work	world	worst	year	years	young	american	black	city	death	ending	family	father	feel	high	job	men	mother	music	performances	TRUE	war	class
0	0.916195	0	0	0.916195	2.748586	0	0	1.83239	0.916195	0	0	0	0.916195	0	0	0	1.83239	0.916195	0.916195	0	0.916195	0.916195	0.916195	0	2.748586	0.916195	1.83239	1.83239	0	0	0	0	0	0.916195	0	1.83239	1.83239	0	0	0	0	0.916195	0	2.748586	0	0	0	0.916195	0	0	0.916195	0	1.83239	0.916195	0	0	0	0.916195	0.916195	0	0	1.83239	0	0	0.916195	2.748586	0	0	0.916195	1.83239	0	0	0.916195	0.916195	0	0	0	0.916195	0	0	0	1.83239	1.83239	0	0	0	0	0	0	0	0	0.916195	0	0	0	0.916195	0.916195	0	0	1.00
0	0	0	0	0	1.229916	0	0	0	0	0	0	0	0	1.229916	0	0	2.459832	0	2.459832	0	8.609412	1.229916	0	0	1.229916	0	0	1.229916	0	0	0	1.229916	0	0	0	0	0	1.229916	0	1.229916	2.459832	0	0	1.229916	0	0	0	1.229916	0	0	0	0	1.229916	0	0	0	0	0	0	0	0	0	0	0	1.229916	0	0	0	0	2.459832	0	2.459832	0	0	1.229916	0	0	1.229916	1.229916	0	1.229916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.229916	1.00
0	0	0	1.133631	0	0	1.133631	0	0	1.133631	0	4.534526	0	0	1.133631	0	1.133631	0	1.133631	0	0	6.801788	0	1.133631	1.133631	1.133631	0	0	0	0	0	0	0	0	0	0	0	0	1.133631	0	1.133631	0	0	0	0	0	2.267263	0	2.267263	1.133631	0	0	0	0	2.267263	1.133631	1.133631	0	0	2.267263	0	0	0	0	0	1.133631	1.133631	0	0	1.133631	2.267263	0	0	0	1.133631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.400894	0	0	0	0	1.133631	0	0	1.00
0	0	0	1.461358	0	0	0	0	0	0	0	7.30679	0	0	0	0	0	1.461358	0	0	0	2.922716	0	0	0	1.461358	0	0	0	0	0	0	0	0	0	0	0	0	0	2.922716	0	0	0	1.461358	1.461358	0	0	1.461358	1.461358	0	0	0	0	0	0	0	0	0	1.461358	1.461358	0	0	1.461358	1.461358	0	0	0	0	0	0	1.461358	0	1.461358	0	2.922716	0	0	0	0	0	0	1.461358	0	0	1.461358	0	1.461358	0	0	0	0	1.461358	0	0	0	0	1.461358	0	0	4.384074	1.00
0	0	0	0	0.990559	0	0	0.990559	0	0	0	0.990559	0.990559	0	0	0	0	0.990559	0	0	0	7.92447	0	0	0	0	0	2.971676	1.981117	0	0	0	0	0	0	0	0	0.990559	0.990559	1.981117	0	0	0	0	0.990559	0	0	0	0	0	0	0	1.981117	0	0	0	0	0	0	0	0	0.990559	0	0	0	0	0	0	0	0	5.943352	0	0	1.981117	0	0	1.981117	0	1.981117	0	0	0	0.990559	0	0	0	0	0	0	0	0	0	0	0.990559	0	0.990559	0	0	0	0	1.00
0	0	0	1.314836	1.314836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.314836	0	0	0	2.629671	0	0	0	0	0	0	0	0	0	0	1.314836	0	0	0	0	5.259342	1.314836	0	0	2.629671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.314836	0	0	0	0	0	0	0	1.314836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00
0	0	0	0	0	2.645465	0	0	0	0	0	0	0	0	1.322733	0	0	0	0	0	0	7.936395	0	0	0	1.322733	0	1.322733	0	1.322733	0	0	0	1.322733	0	0	0	0	0	0	0	1.322733	0	3.968198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.322733	0	0	0	0	0	0	0	0	0	1.322733	0	0	0	0	0	0	0	0	2.645465	0	0	2.645465	0	1.322733	1.322733	0	0	1.322733	0	0	2.645465	0	1.322733	0	0	0	0	1.00
0	0	1.639888	0	0	0	0	1.639888	0	0	3.279776	3.279776	0	0	0	0	1.639888	1.639888	0	0	0	3.279776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.639888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.639888	0	0	0	1.639888	1.639888	0	1.639888	0	1.639888	0	4.919664	1.639888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.559552	0	1.00
0	0	0.95568	0	0.95568	0	0	0	2.86704	0	0.95568	1.91136	0	0	0	0	0	0	0	0	0.95568	6.68976	0	0	0	0	0	2.86704	0	0	0	0	0	0	0	1.91136	0	0	1.91136	0.95568	0	0.95568	0	0	0.95568	0	0	0.95568	0.95568	0	2.86704	0.95568	0	0	0	0	1.91136	0	0	2.86704	1.91136	0	0	0	0	0	0	0	0	0	2.86704	0	0.95568	0.95568	0	0	0	0.95568	0	0	0	0	1.91136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00
0	0	0	0	0	1.68331	0	5.891586	0	0.841655	0.841655	0	0	0	0	1.68331	0	0.841655	0	0	0	4.208275	0	0	0	0	0.841655	0.841655	0	0	0	0	0.841655	0	0	0	5.049931	1.68331	0	0	4.208275	2.524965	0	0	0.841655	0	0	0.841655	0	0.841655	0	0	0	0.841655	0	0.841655	0	0.841655	0	0.841655	0	0	0	0.841655	0	0	0	0	0	0	0	0	0.841655	0	0.841655	0	1.68331	1.68331	0	0	0	0	1.68331	0.841655	0	0	0	1.68331	0	0	0	0	0.841655	0.841655	1.68331	0	0	0	0	0	1.00
1.118876	0	0	1.118876	0	1.118876	0	1.118876	0	1.118876	2.237753	3.356629	0	0	0	0	0	0	0	1.118876	0	1.118876	1.118876	0	1.118876	0	1.118876	1.118876	0	0	1.118876	0	0	0	3.356629	0	2.237753	0	1.118876	0	0	2.237753	0	1.118876	2.237753	0	1.118876	0	2.237753	0	0	0	0	1.118876	0	0	1.118876	1.118876	0	1.118876	3.356629	0	0	0	0	0	0	1.118876	0	0	2.237753	0	3.356629	0	1.118876	0	1.118876	0	1.118876	0	0	1.118876	0	0	0	0	0	0	0	0	0	1.118876	1.118876	0	1.118876	0	1.118876	0	0	0	1.00
0	0	0	0	2.386388	1.193194	0	0	2.386388	0	2.386388	1.193194	0	1.193194	0	0	1.193194	1.193194	3.579582	1.193194	1.193194	5.965969	0	0	0	0	0	0	1.193194	0	0	0	0	1.193194	1.193194	0	3.579582	0	2.386388	0	0	0	0	0	1.193194	0	0	1.193194	0	0	0	1.193194	0	0	0	0	0	0	0	3.579582	0	0	0	2.386388	0	0	0	0	0	1.193194	0	0	0	1.193194	1.193194	0	0	0	0	1.193194	0	1.193194	0	1.193194	0	0	0	0	0	1.193194	0	2.386388	1.193194	0	0	0	0	0	0	0	1.00
0	0	0	0	0	0	0	1.052872	2.105743	0	0	1.052872	3.158615	0	0	1.052872	0	1.052872	1.052872	0	0	5.264358	0	0	3.158615	1.052872	0	2.105743	1.052872	0	0	2.105743	0	1.052872	0	0	0	1.052872	0	0	1.052872	0	1.052872	0	2.105743	1.052872	1.052872	0	1.052872	0	1.052872	0	2.105743	1.052872	0	2.105743	0	0	0	0	3.158615	0	0	0	0	1.052872	0	0	0	0	1.052872	0	0	0	4.211487	0	0	0	0	0	0	0	0	0	0	1.052872	0	0	0	0	0	0	0	0	1.052872	0	0	0	0	3.158615	1.00
1.318766	0	0.659383	0	0	0.659383	0	0	0	0	0.659383	2.637533	0	0.659383	0.659383	0	0	0	0	0	0	7.253215	0.659383	0	0	0	0	1.318766	1.318766	0	0.659383	0	0	0.659383	0	0	2.637533	0.659383	0	0	0.659383	1.318766	0	0.659383	1.318766	0	0	1.318766	0	1.318766	0	0	1.318766	0	0	0	0	1.318766	0	0	0	0	0	0	0	0	0	0	0	0	0	0.659383	0.659383	0	0.659383	0	0	0	0	0.659383	0	0.659383	0.659383	0	0	0	0	0	0.659383	5.275065	1.318766	0	0	0	1.318766	0	0	0	0.659383	0	1.00
0	0	1.45073	0	0	4.352189	0	0	0	1.45073	0	0	0	0	1.45073	0	0	0	1.45073	0	0	2.90146	1.45073	0	0	0	0	4.352189	0	0	1.45073	0	0	0	1.45073	0	1.45073	0	1.45073	2.90146	0	1.45073	0	0	0	0	0	0	1.45073	0	2.90146	1.45073	1.45073	1.45073	0	0	1.45073	0	0	0	0	0	0	0	0	0	0	0	1.45073	1.45073	0	0	2.90146	0	4.352189	0	0	1.45073	0	1.45073	1.45073	1.45073	0	0	0	0	1.45073	0	1.45073	0	0	0	0	0	0	0	0	1.45073	0	0	1.00
0	0	0	0	0	0	0.808788	0	0	0	0	0.808788	0	0	0	0	0.808788	1.617576	0	0.808788	0	7.27909	0.808788	1.617576	0	0.808788	0.808788	3.235151	0	0	0	0	1.617576	0	0	0	2.426363	0	0.808788	0.808788	1.617576	0.808788	0	2.426363	0	0	0	0	0.808788	0.808788	0	0.808788	0	0	0	0	0	0	0	0	0.808788	0	0	0.808788	0	0	0	0	0	0	0.808788	0	2.426363	0	1.617576	0	0.808788	0	0	1.617576	0	0.808788	0	0.808788	0	0	0.808788	0	0	1.617576	0.808788	0.808788	0	0	0	4.043939	0.808788	0	0	0	1.00
0	0	0	0	0	0	0	0	0	0	2.308489	2.308489	0	0	0	0	0	2.308489	0	1.154245	0	6.925467	0	0	0	0	0	2.308489	0	0	0	0	0	0	0	0	0	0	0	0	2.308489	1.154245	0	0	1.154245	0	0	0	0	2.308489	0	0	1.154245	0	0	0	0	0	0	1.154245	0	0	0	1.154245	0	0	1.154245	0	0	0	2.308489	0	1.154245	0	0	0	3.462734	0	0	0	0	0	1.154245	0	0	0	0	3.462734	2.308489	0	0	0	0	0	0	0	0	1.154245	0	0	1.00
0	0.774646	0.774646	0	0	0	0	0	0.774646	0	2.323939	1.549292	0.774646	0	0	0	0	0.774646	0	0	0.774646	6.971816	0	0	0	0	0	1.549292	1.549292	0	0	0	0	0	0	0	0.774646	0	0	0	1.549292	1.549292	0	0	5.422524	0	0	0.774646	0.774646	0	0	0	1.549292	0	0	0	0	0	0.774646	1.549292	0	0.774646	0	0.774646	0	1.549292	0	0	0	0	3.098585	0	0.774646	0	1.549292	0	0.774646	0.774646	0	0	0	0	2.323939	0	0	0.774646	0.774646	0	0	0	0	0	0	0	0	0	0	1.549292	0	0	1.00
0	0	0	0.83961	0	0.83961	2.518829	0	0	0	0.83961	0.83961	0	0	0	0	0	0.83961	0	1.67922	0.83961	0.83961	0.83961	0	0	0	2.518829	0.83961	1.67922	0	0	0	0	0	0	0.83961	2.518829	0	0.83961	0	1.67922	0	0	0	4.198049	1.67922	0	0	2.518829	0.83961	0.83961	0	0	0	0	0	0	0.83961	0.83961	1.67922	0	0.83961	0	0	0	0.83961	0	0.83961	0	0	0.83961	0	1.67922	0	0	0	0	0.83961	0	3.358439	0	0	1.67922	0	0	0	1.67922	0	0	0	0	0.83961	0	2.518829	0	0	0	0	0	0	1.00
0	0	0	0	2.733323	0	1.366661	0	0	0	1.366661	0	0	0	0	0	0.683331	0	0	0.683331	1.366661	6.833306	0	0	0	0	0.683331	0	1.366661	0.683331	0	0.683331	0	0	0	0	2.733323	0	0	0	0	0.683331	1.366661	0	3.416653	0	0.683331	0.683331	0	1.366661	0	0	2.733323	0.683331	0	0	0	0	0	1.366661	1.366661	0.683331	0	0	0	0	0	1.366661	0	0.683331	0.683331	0	0.683331	0.683331	0.683331	0	0	0	0	0	0	0	0	0	0	0	0.683331	0	0	0	0.683331	0	0.683331	1.366661	1.366661	1.366661	5.466645	0	0.683331	0	1.00
0	0	0.584543	0.584543	0	0	0	1.75363	0	0.584543	1.75363	2.922716	1.75363	0.584543	0	0	0.584543	2.338173	0	0.584543	0.584543	7.599062	0	0	0	1.169086	0	1.169086	1.169086	0	0	0.584543	0	0.584543	0.584543	0.584543	0.584543	0.584543	0	0	0	0	0	0	0	0.584543	0.584543	2.338173	0	0	0.584543	0	0.584543	1.169086	0	0	0	0	0	1.169086	0.584543	0.584543	0.584543	1.169086	0	0	0	0.584543	0	0	4.676346	0	0	0	2.338173	0	0	0	0.584543	0	0	0	0	0	0	0.584543	0	0.584543	0	0	0.584543	0	0.584543	0	0	0	0	0.584543	0	0	1.00
0	0	1.069324	0	1.069324	2.138648	0	2.138648	0	1.069324	1.069324	0	1.069324	1.069324	1.069324	1.069324	1.069324	0	2.138648	0	0	7.485266	0	0	3.207971	0	1.069324	1.069324	0	0	0	0	0	0	0	0	0	1.069324	0	0	0	0	0	0	1.069324	0	0	0	1.069324	1.069324	0	0	1.069324	0	0	0	3.207971	0	0	1.069324	0	2.138648	0	0	0	1.069324	0	0	1.069324	0	0	0	0	0	3.207971	0	0	0	1.069324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.069324	0	0	0	0	0	0	1.00
0	0	0	0	0	0	0	0	0	1.555734	1.555734	0	1.555734	0	0	0	0	0	0	0	1.555734	0	0	0	0	0	0	0	0	1.555734	0	0	0	0	0	0	1.555734	0	0	6.222938	1.555734	0	0	0	7.778672	0	0	0	0	0	1.555734	0	0	0	0	0	0	0	0	3.111469	0	0	1.555734	0	0	0	0	0	0	1.555734	0	0	0	0	0	0	0	0	1.555734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.555734	0	1.00
0	0	0	0	0	0.910945	0	0	0.910945	1.82189	2.732834	0	0.910945	0	1.82189	0	0	0.910945	0	0	0	1.82189	0.910945	0	1.82189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82189	0.910945	0.910945	0	0	0	0	0	0	0	0	0	0	0	0.910945	0	0	0	0	0	0.910945	0	0	3.643779	0	6.376614	0	0	0.910945	0.910945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.910945	0	0	0	0	0	0	1.00
0	0	0	1.636105	0	0	0	0	0.818053	0.818053	0	1.636105	0.818053	0	0	0	0	0.818053	0	0.818053	0	6.544421	0	2.454158	0.818053	0	0.818053	1.636105	0	0.818053	2.454158	0	0	0	0	0.818053	0	0	3.27221	2.454158	3.27221	0	0	0	0	3.27221	0	0	0.818053	0	0	0	0	0.818053	0	0	0	0.818053	0	0	1.636105	0	0	0	0	0	0	0	0	0	1.636105	0.818053	0.818053	1.636105	0.818053	0.818053	0	0	0.818053	0	0	0	0	0	0	0	0	0	0	0	0	0	0.818053	0	0	0	0	0	0	0	1.00
0	0	0	0.385732	0.385732	0	0.385732	0	1.157197	0	2.700127	1.54293	0	0	0	0	0.771465	0.385732	0	0.385732	0.385732	0.385732	0	0	0	0	0	1.157197	1.157197	0.385732	0	0	0	0	0	0.385732	2.314395	0	0.771465	0	1.928662	0	0	0	9.257579	0.771465	0.385732	1.54293	1.54293	0.385732	0.385732	0	0	0	0	0	0	0	0.385732	0.385732	1.928662	0.385732	0	0.385732	0	0	2.314395	0.385732	0	0	1.157197	0	0	0.771465	0.385732	0	0	0.385732	0.771465	0.771465	0	0	0	0	0.385732	0.771465	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385732	1.00
0	0	2.512738	0	0	0	0	0	0	0	1.256369	0	1.256369	0	0	1.256369	2.512738	1.256369	0	0	0	5.025476	0	0	0	0	0	1.256369	0	0	0	0	0	0	1.256369	0	0	2.512738	0	0	0	1.256369	1.256369	3.769107	3.769107	1.256369	1.256369	2.512738	0	2.512738	2.512738	0	2.512738	0	1.256369	0	0	1.256369	0	0	0	0	0	0	0	0	0	0	0	0	1.256369	0	0	0	2.512738	0	0	0	1.256369	1.256369	0	0	1.256369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.256369	0	0	1.00
2.394855	0	0.957942	2.394855	0.478971	0	0	0.478971	0	0.957942	3.352797	0.957942	0	0	0.478971	0.478971	1.915884	0.478971	0	0	0.957942	8.142507	0.957942	0.957942	0	0	0.957942	2.873826	0	0	0.478971	0	0	0	0	0	0	0	1.436913	0	0.478971	0	0	0	1.436913	0.478971	1.436913	0.478971	0.478971	0.957942	0	0.478971	0.478971	0	0.478971	0	0	0.478971	0.478971	0.478971	3.352797	0.478971	0.478971	0.478971	0	0	0.478971	0	0	0	0.957942	0	0.478971	0	0	0.478971	0	0.957942	0.957942	0	0	0.478971	0	0	0	0	0	0	0.478971	0.478971	0	0	0	0.957942	0	0	0	0.478971	0	0	1.00
0	0	0	0	1.133631	0	1.133631	0	0	1.133631	3.400894	2.267263	0	1.133631	0	0	0	0	0	1.133631	0	9.069051	0	0	0	0	1.133631	1.133631	0	0	0	0	0	2.267263	0	0	0	0	0	0	0	0	0	0	1.133631	0	0	0	1.133631	0	0	0	0	0	0	0	0	0	0	1.133631	1.133631	0	2.267263	0	0	0	0	0	0	0	1.133631	0	0	0	0	0	0	0	0	0	0	0	0	1.133631	0	0	0	0	2.267263	0	0	2.267263	0	0	0	0	0	0	0	0	1.00
0	0	0	0	0	0	0	0	0	0	1.22356	1.22356	0	0	0	0	1.22356	2.44712	0	0	0	0	1.22356	1.22356	1.22356	0	0	0	0	0	0	0	3.67068	0	0	0	2.44712	0	1.22356	2.44712	0	0	0	0	7.341359	1.22356	0	0	0	0	0	0	1.22356	0	0	0	0	1.22356	0	1.22356	0	0	0	0	0	0	0	0	0	0	2.44712	0	0	0	1.22356	1.22356	1.22356	1.22356	0	1.22356	0	0	0	0	1.22356	0	0	1.22356	0	1.22356	0	0	0	3.67068	0	1.22356	0	0	0	0	1.00
4.119903	0	0	1.373301	0	0	0	1.373301	0	1.373301	1.373301	2.746602	0	0	1.373301	1.373301	2.746602	1.373301	0	0	1.373301	1.373301	0	1.373301	0	0	0	0	1.373301	0	0	0	0	1.373301	0	0	0	0	0	0	1.373301	0	1.373301	2.746602	1.373301	0	1.373301	1.373301	0	0	1.373301	2.746602	0	2.746602	0	0	0	0	0	0	0	1.373301	0	0	0	0	0	0	0	1.373301	4.119903	0	2.746602	0	1.373301	0	0	1.373301	1.373301	0	0	0	0	0	0	2.746602	0	0	0	0	0	0	1.373301	1.373301	0	0	0	0	0	0	1.00
0	0	0	0	0	1.249596	0	0	0	0	0	2.499192	0	1.249596	0	0	1.249596	0	0	0	1.249596	3.748788	0	0	0	0	0	0	0	0	0	0	2.499192	0	0	0	2.499192	0	0	1.249596	0	0	0	0	4.998384	0	0	0	1.249596	0	0	1.249596	0	0	0	0	2.499192	0	0	0	1.249596	0	0	1.249596	0	0	0	0	0	0	0	0	0	0	1.249596	0	0	0	0	1.249596	0	0	2.499192	1.249596	0	0	0	0	0	6.24798	0	0	0	0	0	0	3.748788	0	0	0	1.00
0	0	0	0	1.671127	1.671127	0	0	0	0	0	0	0	0	0	0	1.671127	0	1.671127	0	0	5.013381	0	0	0	0	0	0	0	0	0	1.671127	0	0	0	0	1.671127	0	0	0	0	0	0	0	3.342254	1.671127	0	0	0	0	0	0	1.671127	0	0	0	0	0	0	0	1.671127	0	0	1.671127	0	0	0	0	0	5.013381	0	0	0	0	0	0	0	0	1.671127	0	0	1.671127	5.013381	3.342254	0	0	0	0	0	0	0	0	0	0	1.671127	0	0	0	0	1.671127	1.00
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.111469	0	0	0	0	9.334407	0	0	0	0	0	3.111469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.111469	0	0	0	0	0	0	0	0	0	0	3.111469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.111469	0	0	1.00
0	0	0	0	0	0	0	0	0	1.056913	0	2.113827	0	0	0	0	0	1.056913	0	0	0	6.34148	0	0	0	0	0	0	0	0	0	0	0	1.056913	3.17074	0	0	1.056913	0	0	4.227654	0	0	0	1.056913	0	0	1.056913	1.056913	0	0	0	1.056913	1.056913	0	0	0	0	2.113827	0	0	1.056913	0	0	0	0	0	0	0	0	1.056913	0	0	0	1.056913	3.17074	0	0	1.056913	0	0	0	0	0	0	0	0	0	0	0	0	1.056913	0	0	0	0	0	1.056913	0	0	1.00
0	0	0	0	1.143799	0	0	0	0	0	1.143799	3.431396	2.287597	1.143799	3.431396	0	0	0	0	0	1.143799	6.862792	0	0	3.431396	0	0	0	0	0	0	0	0	0	0	0	5.718993	0	0	0	0	0	0	0	0	0	0	0	0	0	1.143799	0	0	1.143799	0	0	0	0	0	1.143799	0	0	0	1.143799	1.143799	0	0	1.143799	0	0	1.143799	0	0	0	1.143799	0	0	0	1.143799	0	1.143799	0	0	0	0	0	0	0	0	0	0	0	0	1.143799	0	0	0	0	0	0	1.00
0	0	0	1.091016	1.091016	0	1.091016	0	0	1.091016	0	1.091016	0	0	0	0	1.091016	0	0	1.091016	0	3.273048	0	0	2.182032	0	0	0	0	0	0	0	0	1.091016	0	0	0	0	0	0	1.091016	0	0	0	5.455081	0	0	0	0	1.091016	0	0	0	1.091016	0	0	0	0	0	0	1.091016	0	0	0	0	0	2.182032	0	0	0	0	0	0	1.091016	0	0	0	0	0	0	0	1.091016	0	2.182032	7.637113	0	0	0	0	0	1.091016	0	1.091016	0	0	0	0	2.182032	0	0	1.00
0	0	0	0	0	1.22356	0	1.22356	1.22356	0	1.22356	0	3.67068	0	1.22356	0	0	1.22356	0	2.44712	0	8.564919	0	0	1.22356	0	0	1.22356	0	0	0	1.22356	0	0	0	0	1.22356	0	0	0	0	0	0	0	0	1.22356	0	0	0	0	0	0	0	0	0	1.22356	3.67068	0	0	0	0	1.22356	0	1.22356	0	0	0	0	0	0	1.22356	0	0	0	2.44712	0	1.22356	0	1.22356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00
0	0	0	0	0.980669	0	0	0	0.980669	1.961339	0.980669	0.980669	0	0.980669	0	0	0	0	0	0	0	6.864686	0.980669	0	0	0	0	2.942008	0	0	0	0	0	0	0	0.980669	0	0	0	0	0.980669	0.980669	0	0	0	0	0	0	0	4.903347	0	0	0	0	0	0	0.980669	0	0	0	0	0	0	0.980669	0	0.980669	0	0	0.980669	0.980669	1.961339	0	0	0	0	0	0	0	1.961339	0	0	0	0.980669	0.980669	0	0.980669	0	0	0	2.942008	0	0.980669	0	0.980669	0	1.961339	0	0.980669	0	0.980669	1.00
0.808788	0	0	0	0	0	2.426363	0	0.808788	0	0	0	0	0	0	0.808788	0	1.617576	0	0	0	10.514242	0.808788	0.808788	0	0.808788	0.808788	0.808788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.617576	0.808788	0.808788	0	0.808788	1.617576	0	0	0	0	0.808788	0	0	0	0	0	0	0	0	0	0	0	0	0	0.808788	0	0	0.808788	0	0	0.808788	1.617576	0.808788	0	0	0.808788	0.808788	0	0	0	0	0	0	0	0	0.808788	0	0	0	0.808788	0	0	0	0	0	0	0	1.00
0	0	0	0	0	1.382306	1.382306	0	0	0	5.529225	1.382306	0	0	0	1.382306	0	0	0	0	1.382306	6.911532	0	0	0	0	0	1.382306	0	0	0	0	0	0	0	0	2.764613	1.382306	0	0	0	0	0	0	2.764613	0	0	0	0	0	0	0	0	0	0	0	1.382306	0	0	0	0	0	0	0	0	1.382306	0	0	1.382306	0	1.382306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.146919	0	1.382306	0	0	0	0	0	0	0	0	0	0	0	0	1.00
0	0	0	0	0	1.91136	0	0	0	0	2.86704	0.95568	0	0	0	0	0	2.86704	0	0	2.86704	5.73408	0	0	0	0	0	3.82272	0.95568	0.95568	0.95568	0	1.91136	0.95568	0	0	1.91136	0.95568	0.95568	0	0	0	0	0.95568	0	2.86704	0.95568	0	0	0	0	0	0	0	0	0	0.95568	0	0	0	0	0	0	0.95568	0	0	0	0	0	0	3.82272	0	0	0	0	0	0.95568	0	0	0	0	0	0.95568	0	0	0	0.95568	0	1.91136	0.95568	0	0	0	0.95568	0	0	0	0	0.95568	0	1.00
0	0	0	0	1.671127	1.671127	0	0	0	1.671127	0	3.342254	0	0	0	1.671127	0	0	0	0	0	1.671127	0	0	0	0	0	1.671127	0	0	0	0	0	0	1.671127	0	0	1.671127	0	0	1.671127	1.671127	1.671127	0	1.671127	0	0	0	0	1.671127	0	0	0	0	0	0	0	1.671127	0	0	0	0	0	1.671127	0	0	0	0	0	0	1.671127	0	1.671127	0	1.671127	1.671127	1.671127	1.671127	1.671127	0	0	0	0	3.342254	0	0	1.671127	5.013381	0	0	0	3.342254	0	0	1.671127	0	0	1.671127	3.342254	0	1.00
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.200141	0	0	0	0	2.200141	4.400281	0	0	0	4.400281	0	0	0	0	0	4.400281	0	0	4.400281	0	2.200141	0	0	4.400281	0	0	0	2.200141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.200141	0	0	0	2.200141	0	0	0	0	0	4.400281	0	1.00
0	0	0.489121	0.489121	0.489121	0	0	0	0.489121	0.489121	1.956486	0.489121	0.489121	0	0	0	0	0.489121	0	0.489121	0.489121	8.315065	0	0	0	0	0	0	0	0	0	0	0.489121	0	0	0	1.467364	0	0	0	0.489121	0.978243	0	0	0	0	0.489121	0	0	0.489121	0	0	0	0	0.489121	0	0.489121	0	0	0.489121	1.467364	0	0	1.956486	0.489121	0	0	3.42385	0	0	0	0	0	0.489121	0.978243	0.489121	0.489121	0	0	3.42385	0	0	0	0	0	0	0.489121	0	0	0	0	0	0	0	0.489121	0	0	0.489121	0	0	1.00
1.199086	0	0	0	0	1.199086	1.199086	0	1.199086	0	2.398172	0	1.199086	0	2.398172	0	0	0	0	0	0	7.194517	1.199086	0	0	1.199086	0	0	1.199086	0	0	0	2.398172	0	0	1.199086	1.199086	0	0	0	1.199086	0	0	0	1.199086	0	0	0	1.199086	1.199086	0	0	0	0	0	0	0	0	0	1.199086	0	1.199086	0	0	0	0	0	0	0	0	1.199086	0	1.199086	0	2.398172	0	0	1.199086	0	0	0	1.199086	0	1.199086	0	0	0	0	0	0	0	1.199086	0	0	1.199086	3.597259	0	1.199086	3.597259	0	1.00
0	0	0	0	1.739364	0	1.739364	0	0	0	0	0	0	0	0	0	1.739364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.739364	0	0	0	0	0	0	0	0	0	1.739364	1.739364	0	0	1.739364	1.739364	0	0	0	0	0	0	0	0	0	0	1.739364	0	0	0	0	0	0	0	0	0	0	0	1.739364	0	0	0	0	0	0	0	0	0	0	1.739364	0	0	0	8.69682	0	0	0	0	1.739364	0	0	0	0	1.739364	1.739364	0	1.00
0.94679	0	0	0	0.94679	0	0	0	0.94679	0	4.733949	0.94679	6.627529	0	1.89358	1.89358	0	1.89358	0	0.94679	2.840369	1.89358	0	0.94679	1.89358	0.94679	0	0.94679	1.89358	0	0	0	0	0	0	0	0	0	0	0.94679	0.94679	0	0	0	0.94679	0	0.94679	0	0	0	0	0	1.89358	0.94679	0	0	0	0	0	0	1.89358	0	2.840369	0.94679	0	0	0	0.94679	0	0.94679	0	0.94679	1.89358	0	0	0.94679	0	0	0	0	0	0	0	0	0	0	0	0	0.94679	0	0	0	0	2.840369	0	0	0	0	0.94679	0	1.00
